ts_code,adj_factor
600195.SH,6.24
600196.SH,14.007
600197.SH,3.864
600199.SH,4.72
600200.SH,11.086
600201.SH,15.426
600202.SH,4.961
600203.SH,1.685
600206.SH,4.158
600207.SH,1.555
600208.SH,6.838
600209.SH,3.508
600210.SH,7.998
600211.SH,2.283
600212.SH,2.718
600213.SH,1.571
600215.SH,2.195
600216.SH,6.083
600217.SH,4.518
600218.SH,2.039
600219.SH,7.12
600220.SH,8.547
600221.SH,3.21
600222.SH,4.073
600223.SH,1.862
600225.SH,2.683
600226.SH,28.613
600227.SH,5.75
600228.SH,2.169
600229.SH,1.502
600230.SH,2.179
600231.SH,8.654
600232.SH,2.819
600233.SH,5.061
600234.SH,2.353
600235.SH,2.2
600236.SH,7.078
600237.SH,4.203
600238.SH,4.012
600239.SH,19.173
600241.SH,2.512
600242.SH,1.088
600243.SH,1.597
600246.SH,12.463
600248.SH,3.799
600249.SH,4.419
600250.SH,2.71
600251.SH,8.529
600252.SH,37.61
600255.SH,13.598
600256.SH,42.581
600257.SH,6.544
600258.SH,2.462
600259.SH,1.051
600260.SH,6.151
600261.SH,19.309
600262.SH,1.501
600265.SH,1.659
600266.SH,6.197
600267.SH,6.846
600268.SH,7.18
600269.SH,11.733
600271.SH,19.273
600272.SH,1.275
600273.SH,1.649
600275.SH,2.756
600276.SH,53.355
600277.SH,4.204
600278.SH,2.14
600279.SH,2.445
600280.SH,11.473
600281.SH,1.933
600282.SH,6.389
600283.SH,1.624
600284.SH,3.401
600285.SH,7.123
600287.SH,5.073
600288.SH,4.56
600289.SH,7.365
600290.SH,5.03
600291.SH,3.234
600292.SH,4.253
600293.SH,3.323
600295.SH,3.246
600297.SH,6.555
600298.SH,8.114
600299.SH,2.994
600301.SH,1.764
600302.SH,2.973
600303.SH,6.572
600305.SH,9.788
600306.SH,1.719
600307.SH,4.229
600308.SH,7.227
600309.SH,38.438
600310.SH,8.424
600311.SH,4.499
600312.SH,6.586
600313.SH,4.197
600315.SH,5.497
600316.SH,4.366
600318.SH,3.181
600319.SH,1.471
600320.SH,13.61
600321.SH,7.785
600322.SH,3.15
600323.SH,3.69
600325.SH,9.081
600326.SH,8.045
600327.SH,15.19
600328.SH,3.106
600329.SH,3.154
600330.SH,4.907
600331.SH,9.0
600332.SH,1.511
600333.SH,2.631
600335.SH,5.421
600336.SH,3.091
600337.SH,13.882
600338.SH,1.896
600339.SH,4.087
600340.SH,24.437
600343.SH,3.064
600345.SH,1.977
600346.SH,9.954
600348.SH,9.117
600350.SH,2.341
600351.SH,7.34
600352.SH,18.613
600353.SH,7.517
600354.SH,2.983
600355.SH,5.819
600356.SH,2.068
600358.SH,3.527
600359.SH,1.583
600360.SH,7.785
600361.SH,5.363
600362.SH,1.609
600363.SH,3.242
600365.SH,2.635
600366.SH,11.786
600367.SH,4.346
600368.SH,3.395
600369.SH,4.758
600370.SH,6.52
600371.SH,3.958
600372.SH,3.01
600373.SH,4.406
600375.SH,3.748
600376.SH,9.452
600377.SH,2.894
600378.SH,3.659
600379.SH,2.742
600380.SH,11.159
600381.SH,1.019
600382.SH,5.172
600383.SH,16.414
600386.SH,5.66
600387.SH,2.86
600388.SH,8.566
600389.SH,3.315
600390.SH,5.879
600391.SH,2.35
600392.SH,9.866
600393.SH,9.075
600395.SH,5.268
600396.SH,6.566
600397.SH,3.985
600398.SH,8.328
600399.SH,3.441
600400.SH,12.32
600403.SH,5.295
600405.SH,7.101
600406.SH,27.409
600408.SH,4.214
600409.SH,6.739
600410.SH,12.632
600415.SH,40.772
600416.SH,3.428
600418.SH,6.317
600419.SH,3.202
600420.SH,9.149
600421.SH,1.921
600422.SH,10.03
600423.SH,3.636
600425.SH,5.899
600426.SH,9.011
600428.SH,6.324
600429.SH,1.445
600433.SH,6.431
600435.SH,13.457
600436.SH,6.54
600438.SH,10.924
600439.SH,15.844
600444.SH,2.05
600446.SH,16.432
600448.SH,2.186
600449.SH,3.837
600452.SH,4.42
600455.SH,1.13
600456.SH,2.642
600458.SH,8.052
600459.SH,4.031
600460.SH,14.871
600461.SH,4.428
600462.SH,4.519
600463.SH,2.93
600466.SH,6.752
600467.SH,9.063
600468.SH,12.162
600469.SH,2.657
600470.SH,2.436
600475.SH,2.622
600476.SH,2.053
600477.SH,31.113
600478.SH,10.226
600479.SH,12.46
600480.SH,2.948
600481.SH,9.745
600482.SH,2.892
600483.SH,2.617
600486.SH,3.801
600487.SH,10.582
600488.SH,7.108
600489.SH,11.758
600490.SH,13.974
600491.SH,10.762
600493.SH,2.59
600495.SH,7.514
600496.SH,9.893
600497.SH,21.479
600498.SH,3.661
600499.SH,29.406
600500.SH,8.62
600501.SH,4.727
600502.SH,12.815
600503.SH,3.025
600505.SH,3.315
600506.SH,1.327
600507.SH,18.753
600508.SH,3.34
600509.SH,6.248
600510.SH,5.764
600511.SH,5.559
600512.SH,6.379
600513.SH,6.327
600515.SH,2.216
600516.SH,12.558
600517.SH,21.068
600518.SH,45.142
600519.SH,7.404
600520.SH,2.342
600521.SH,18.266
600522.SH,8.489
600523.SH,2.045
600525.SH,12.706
600526.SH,3.902
600527.SH,24.744
600528.SH,4.486
600529.SH,7.969
600530.SH,6.396
600531.SH,10.413
600532.SH,2.339
600533.SH,8.997
600535.SH,11.653
600536.SH,5.3
600537.SH,4.435
600538.SH,3.082
600539.SH,1.214
600540.SH,3.453
600543.SH,2.465
600545.SH,4.253
600546.SH,8.141
600547.SH,21.87
600548.SH,2.424
600549.SH,13.234
600550.SH,7.636
600551.SH,3.681
600552.SH,8.173
600555.SH,4.286
600556.SH,4.884
600557.SH,8.817
600558.SH,6.999
600559.SH,6.895
600560.SH,4.556
600561.SH,2.787
600562.SH,7.069
600563.SH,2.814
600565.SH,11.91
600566.SH,2.155
600567.SH,3.976
600568.SH,12.719
600569.SH,2.638
600570.SH,24.429
600571.SH,10.666
600572.SH,15.136
600573.SH,1.316
600575.SH,18.402
600576.SH,3.15
600577.SH,24.12
600578.SH,5.46
600579.SH,1.883
600580.SH,7.202
600581.SH,6.617
600582.SH,38.011
600583.SH,19.949
600584.SH,4.783
600585.SH,4.751
600586.SH,13.036
600587.SH,5.55
600588.SH,55.216
600589.SH,4.275
600590.SH,4.431
600592.SH,3.353
600593.SH,1.921
600594.SH,16.533
600595.SH,7.997
600596.SH,8.054
600597.SH,2.474
600598.SH,2.498
600599.SH,2.205
600600.SH,1.688
600601.SH,5817.385
600602.SH,530.135
600603.SH,173.279
600604.SH,52.546
600605.SH,35.262
600606.SH,135.776
600608.SH,96.539
600609.SH,25.927
600610.SH,79.35
600611.SH,697.881
600612.SH,129.252
600613.SH,27.775
600615.SH,54.797
600616.SH,376.958
600617.SH,42.891
600618.SH,25.206
600619.SH,55.159
600620.SH,423.606
600621.SH,290.403
600622.SH,227.392
600623.SH,28.687
600624.SH,17.667
600626.SH,10.688
600628.SH,47.645
600629.SH,5.606
600630.SH,3.199
600633.SH,7.77
600635.SH,142.655
600636.SH,13.263
600637.SH,4.83
600638.SH,15.122
600639.SH,6.155
600640.SH,8.496
600641.SH,20.621
600642.SH,9.364
600643.SH,7.68
600644.SH,11.618
600645.SH,18.139
600647.SH,16.025
600648.SH,6.756
600649.SH,14.579
600650.SH,4.308
600651.SH,5951.086
600652.SH,5440.222
600653.SH,10055.64
600654.SH,1506.964
600655.SH,209.45
600657.SH,16.512
600658.SH,6.537
600660.SH,80.683
600661.SH,5.11
600662.SH,58.638
600663.SH,12.668
600664.SH,10.007
600665.SH,4.389
600666.SH,11.327
600667.SH,5.034
600668.SH,6.519
600671.SH,3.269
600673.SH,13.692
600674.SH,19.841
600675.SH,40.4
600676.SH,13.818
600678.SH,4.222
600679.SH,2.503
600681.SH,9.292
600682.SH,12.651
600683.SH,6.438
600684.SH,15.168
600685.SH,2.019
600686.SH,13.017
600688.SH,3.824
600689.SH,2.552
600690.SH,37.725
600691.SH,9.458
600692.SH,8.374
600693.SH,10.508
600694.SH,4.872
600695.SH,2.321
600696.SH,3.304
600697.SH,2.905
600698.SH,5.222
600699.SH,4.073
600701.SH,4.76
600702.SH,3.472
600703.SH,21.332
600704.SH,19.557
600705.SH,51.135
600706.SH,2.373
600707.SH,2.273
600708.SH,12.512
600710.SH,6.095
600711.SH,9.959
600712.SH,6.357
600713.SH,10.695
600714.SH,2.623
600715.SH,3.888
600716.SH,4.748
600717.SH,26.128
600718.SH,17.03
600719.SH,5.471
600720.SH,11.542
600721.SH,1.452
600722.SH,5.892
600723.SH,3.131
600724.SH,12.326
600725.SH,8.235
600726.SH,3.597
600727.SH,5.275
600728.SH,12.863
600729.SH,3.172
600730.SH,5.539
600731.SH,6.409
600732.SH,4.863
600733.SH,9.36
600734.SH,3.659
600735.SH,5.475
600736.SH,27.327
600737.SH,11.395
600738.SH,7.463
600739.SH,30.626
600740.SH,10.028
600741.SH,46.484
600742.SH,18.725
600743.SH,12.822
600744.SH,4.106
600745.SH,2.131
600746.SH,7.353
600748.SH,6.308
600749.SH,3.127
600750.SH,16.062
600751.SH,4.621
600753.SH,3.144
600754.SH,3.074
600755.SH,21.1
600756.SH,5.224
600757.SH,6.784
600759.SH,4.465
600760.SH,4.928
600761.SH,12.367
600763.SH,2.415
600764.SH,8.154
600765.SH,9.074
600766.SH,4.225
600767.SH,3.774
600768.SH,3.339
600769.SH,5.58
600770.SH,21.002
600771.SH,7.446
600773.SH,6.226
600774.SH,6.396
600775.SH,1.459
600776.SH,4.748
600777.SH,30.515
600778.SH,3.766
600779.SH,6.651
600780.SH,11.247
600781.SH,2.14
600782.SH,11.408
600783.SH,6.117
600784.SH,7.18
600785.SH,4.664
600787.SH,30.504
600789.SH,2.788
600790.SH,11.626
600791.SH,7.325
600792.SH,6.756
600793.SH,2.426
600794.SH,20.612
600795.SH,266.411
600796.SH,8.519
600797.SH,12.559
600798.SH,8.119
600800.SH,9.904
600801.SH,9.69
600802.SH,3.386
600803.SH,6.335
600804.SH,8.058
600805.SH,14.398
600807.SH,6.536
600808.SH,2.199
600809.SH,4.424
600810.SH,4.287
600811.SH,15.624
600812.SH,3.982
600814.SH,6.131
600815.SH,6.364
600816.SH,30.964
600817.SH,4.465
600818.SH,2.15
600819.SH,3.394
600820.SH,18.914
600821.SH,4.462
600822.SH,2.728
600823.SH,35.867
600824.SH,26.271
600825.SH,12.688
600826.SH,4.998
600827.SH,8.534
600828.SH,10.986
600829.SH,9.478
600830.SH,9.921
600831.SH,6.396
600833.SH,7.384
600834.SH,3.934
600835.SH,5.085
600836.SH,13.65
600837.SH,22.985
600838.SH,9.114
600839.SH,27.973
600841.SH,2.868
600843.SH,2.805
600844.SH,6.935
600845.SH,5.73
600846.SH,15.755
600847.SH,1.862
600848.SH,2.286
600850.SH,7.01
600851.SH,11.853
600853.SH,3.157
600854.SH,6.131
600855.SH,1.619
600856.SH,5.616
600857.SH,5.706
600858.SH,6.949
600859.SH,4.558
600860.SH,1.661
600861.SH,2.424
600862.SH,7.256
600863.SH,18.456
600864.SH,10.457
600865.SH,4.989
600866.SH,14.624
600867.SH,33.844
600868.SH,28.063
600869.SH,10.694
600870.SH,8.269
600871.SH,2.464
600872.SH,11.072
600873.SH,7.046
600874.SH,1.694
600875.SH,3.08
600876.SH,1.427
600877.SH,4.641
600879.SH,36.556
600880.SH,29.283
600881.SH,46.915
600882.SH,2.379
600883.SH,4.706
600884.SH,27.285
600885.SH,3.989
600886.SH,48.257
600887.SH,75.751
600888.SH,12.377
600889.SH,4.63
600890.SH,5.544
600891.SH,3.442
600892.SH,6.323
600893.SH,3.299
600894.SH,3.39
600895.SH,19.847
600896.SH,4.938
600897.SH,5.073
600898.SH,2.708
600900.SH,3.191
600901.SH,1.094
600903.SH,1.421
600908.SH,1.107
600909.SH,1.04
600916.SH,1.0
600917.SH,1.079
600918.SH,1.0
600919.SH,1.22
600926.SH,2.174
600928.SH,1.055
600929.SH,1.012
600933.SH,1.068
600936.SH,1.025
600939.SH,1.046
600956.SH,1.014
600958.SH,1.091
600959.SH,1.362
600960.SH,4.424
600961.SH,1.504
600962.SH,1.893
600963.SH,4.461
600965.SH,2.094
600966.SH,6.956
600967.SH,5.208
600968.SH,1.015
600969.SH,2.054
600970.SH,13.128
600971.SH,9.474
600973.SH,8.728
600975.SH,7.258
600976.SH,2.927
600977.SH,1.079
600979.SH,5.414
600980.SH,1.786
600981.SH,4.933
600982.SH,4.032
600983.SH,2.484
600984.SH,1.902
600985.SH,3.703
600986.SH,5.815
600987.SH,6.209
600988.SH,5.458
600989.SH,1.061
600990.SH,2.793
600992.SH,1.558
600993.SH,11.612
600995.SH,8.887
600996.SH,1.05
600997.SH,4.032
600998.SH,1.038
600999.SH,1.931
601000.SH,5.077
601001.SH,2.146
601002.SH,1.086
601003.SH,5.116
601005.SH,1.051
601006.SH,1.908
601007.SH,1.114
601008.SH,1.657
601009.SH,5.374
601010.SH,4.566
601011.SH,2.607
601012.SH,9.755
601015.SH,2.056
601016.SH,2.136
601018.SH,1.229
601019.SH,1.123
601020.SH,1.028
601021.SH,2.053
601028.SH,2.388
601038.SH,1.038
601058.SH,5.085
601066.SH,1.034
601068.SH,1.005
601069.SH,1.007
601077.SH,1.048
601086.SH,1.073
601088.SH,1.818
601098.SH,1.291
601099.SH,2.852
601100.SH,3.364
601101.SH,3.201
601106.SH,1.008
601107.SH,1.289
601108.SH,1.035
601111.SH,1.145
601113.SH,2.116
601116.SH,1.161
601117.SH,1.156
601118.SH,1.034
601126.SH,2.401
601127.SH,1.04
601128.SH,1.096
601137.SH,2.202
601138.SH,1.024
601139.SH,2.329
601155.SH,1.499
601158.SH,1.5
601162.SH,1.133
601163.SH,1.078
601166.SH,4.313
601168.SH,1.137
601169.SH,3.623
601177.SH,1.026
601179.SH,1.123
601186.SH,1.247
601187.SH,1.0
601188.SH,1.195
601198.SH,1.06
601199.SH,4.528
601200.SH,1.322
601208.SH,2.264
601211.SH,1.127
601212.SH,1.004
601216.SH,14.282
601218.SH,2.317
601222.SH,4.822
601225.SH,1.193
601226.SH,1.541
601228.SH,1.028
601229.SH,2.7
601231.SH,2.166
601233.SH,3.094
601236.SH,1.005
601238.SH,1.682
601258.SH,5.163
601279.SH,1.0
601288.SH,1.646
601298.SH,1.077
601311.SH,2.892
601318.SH,2.519
601319.SH,1.028
601326.SH,1.084
601328.SH,1.959
601330.SH,1.016
601333.SH,1.343
601336.SH,1.097
601339.SH,2.366
601360.SH,2.029
601366.SH,1.089
601368.SH,1.078
601369.SH,2.044
601375.SH,1.032
601377.SH,2.408
601388.SH,5.192
601390.SH,1.199
601398.SH,1.869
601399.SH,1.0
601456.SH,1.0
601500.SH,1.037
601512.SH,1.019
601515.SH,3.155
601518.SH,1.141
601519.SH,2.911
601555.SH,1.189
601566.SH,1.567
601567.SH,5.02
601568.SH,1.0
601577.SH,1.067
601579.SH,1.046
601588.SH,1.25
601595.SH,1.26
601598.SH,1.062
601599.SH,3.266
601600.SH,1.019
601601.SH,1.332
601606.SH,1.006
601607.SH,9.802
601608.SH,1.582
601609.SH,1.007
601611.SH,1.029
601615.SH,1.013
601616.SH,2.019
601618.SH,1.163
601619.SH,1.024
601628.SH,1.226
601633.SH,3.775
601636.SH,3.304
601658.SH,1.042
601666.SH,2.718
601668.SH,1.888
601669.SH,1.205
601677.SH,1.096
601678.SH,4.153
601686.SH,1.036
601688.SH,1.193
601689.SH,1.539
601696.SH,1.001
601698.SH,1.002
601699.SH,6.05
601700.SH,6.024
601702.SH,1.0
601717.SH,2.369
601718.SH,1.113
601727.SH,1.125
601766.SH,1.241
601777.SH,1.175
601778.SH,1.004
601788.SH,1.21
601789.SH,2.28
601798.SH,1.074
601799.SH,1.265
601800.SH,1.278
601801.SH,2.345
601808.SH,1.153
601811.SH,1.12
601816.SH,1.008
601818.SH,1.512
601827.SH,1.0
601828.SH,1.174
601838.SH,1.118
601857.SH,1.394
601858.SH,1.047
601860.SH,1.039
601865.SH,1.009
601866.SH,1.039
601869.SH,1.03
601872.SH,1.251
601877.SH,1.821
601878.SH,1.031
601880.SH,2.616
601881.SH,1.049
601882.SH,1.034
601886.SH,2.386
601888.SH,2.178
601890.SH,2.81
601898.SH,1.209
601899.SH,1.982
601900.SH,1.096
601901.SH,1.038
601908.SH,4.302
601916.SH,1.05
601918.SH,1.526
601919.SH,1.043
601928.SH,1.229
601929.SH,2.185
601933.SH,9.083
601939.SH,1.85
601949.SH,1.058
601952.SH,1.388
601956.SH,1.0
601958.SH,1.419
601963.SH,1.0
601965.SH,1.732
601966.SH,1.064
601968.SH,1.022
601969.SH,1.008
601975.SH,1.0
601985.SH,1.1
601988.SH,1.906
601989.SH,1.685
601990.SH,1.217
601991.SH,2.642
601992.SH,2.26
601995.SH,1.0
601996.SH,4.431
601997.SH,1.573
601998.SH,1.535
601999.SH,1.085
603000.SH,4.187
603001.SH,1.286
603002.SH,1.605
603003.SH,1.012
603005.SH,1.428
603006.SH,2.057
603007.SH,2.564
603008.SH,1.577
603009.SH,2.579
603010.SH,4.544
603011.SH,2.091
603012.SH,2.058
603013.SH,1.056
603015.SH,2.107
603016.SH,1.075
603017.SH,4.458
603018.SH,5.666
603019.SH,3.971
603020.SH,2.158
603021.SH,2.665
603022.SH,2.539
603023.SH,6.842
603025.SH,2.284
603026.SH,1.065
603027.SH,4.028
603028.SH,1.01
603029.SH,1.021
603030.SH,3.05
603031.SH,1.416
603032.SH,1.21
603033.SH,2.827
603035.SH,1.095
603036.SH,1.025
603037.SH,1.46
603038.SH,2.876
603039.SH,3.087
603040.SH,1.765
603041.SH,1.439
603042.SH,1.01
603043.SH,1.038
603045.SH,1.422
603050.SH,1.252
603053.SH,1.015
603055.SH,1.461
603056.SH,1.024
603058.SH,1.028
603059.SH,1.265
603060.SH,2.027
603063.SH,1.014
603066.SH,3.086
603067.SH,2.047
603068.SH,1.007
603069.SH,1.021
603076.SH,1.014
603077.SH,13.946
603078.SH,2.398
603079.SH,1.985
603080.SH,1.011
603081.SH,1.027
603083.SH,2.225
603085.SH,2.633
603086.SH,1.999
603087.SH,1.403
603088.SH,2.944
603089.SH,2.096
603090.SH,1.026
603093.SH,1.002
603095.SH,1.0
603096.SH,1.04
603098.SH,1.258
603099.SH,1.025
603100.SH,1.089
603101.SH,1.987
603103.SH,1.438
603105.SH,1.008
603106.SH,1.438
603108.SH,5.499
603109.SH,1.007
603110.SH,1.483
603111.SH,2.576
603112.SH,1.0
603113.SH,1.045
603115.SH,1.037
603116.SH,1.535
603117.SH,1.474
603118.SH,2.392
603121.SH,1.468
603123.SH,1.162
603126.SH,1.582
603127.SH,2.774
603128.SH,2.783
603129.SH,1.033
603131.SH,2.873
603133.SH,1.011
603136.SH,1.531
603138.SH,3.099
603139.SH,1.022
603155.SH,1.0
603156.SH,2.748
603157.SH,1.056
603158.SH,2.101
603159.SH,1.461
603160.SH,1.021
603161.SH,1.033
603165.SH,2.106
603166.SH,1.333
603167.SH,1.266
603168.SH,4.739
603169.SH,1.627
603177.SH,1.012
603178.SH,1.024
603179.SH,1.924
603180.SH,1.45
603181.SH,2.118
603183.SH,2.813
603185.SH,1.842
603186.SH,1.029
603187.SH,2.02
603188.SH,2.16
603189.SH,1.012
603192.SH,1.027
603195.SH,1.021
603196.SH,1.047
603197.SH,1.464
603198.SH,1.182
603199.SH,1.035
603200.SH,1.397
603203.SH,1.761
603208.SH,1.371
603212.SH,1.002
603214.SH,1.437
603217.SH,1.421
603218.SH,1.896
603220.SH,1.014
603221.SH,1.012
603222.SH,2.03
603223.SH,1.997
603225.SH,2.017
603226.SH,2.421
603227.SH,2.069
603228.SH,2.046
603229.SH,1.413
603232.SH,2.887
603233.SH,1.601
603236.SH,1.202
603238.SH,1.025
603239.SH,3.353
603256.SH,1.012
603258.SH,1.04
603259.SH,1.978
603260.SH,1.446
603266.SH,2.02
603267.SH,1.412
603268.SH,1.426
603269.SH,1.132
603277.SH,1.054
603278.SH,1.442
603279.SH,1.054
603283.SH,1.033
603286.SH,1.015
603288.SH,4.73
603289.SH,1.363
603290.SH,1.002
603297.SH,1.329
603298.SH,1.522
603299.SH,1.041
603300.SH,2.81
603301.SH,1.998
603303.SH,2.162
603305.SH,1.014
603306.SH,2.2
603308.SH,1.025
603309.SH,2.705
603311.SH,1.05
603313.SH,1.374
603315.SH,2.045
603316.SH,1.016
603317.SH,1.464
603318.SH,3.018
603319.SH,1.36
603320.SH,1.328
603321.SH,1.023
603322.SH,1.973
603323.SH,1.538
603324.SH,1.0
603326.SH,2.029
603327.SH,1.01
603328.SH,2.765
603329.SH,1.024
603330.SH,2.62
603331.SH,1.457
603332.SH,1.051
603333.SH,1.534
603335.SH,1.723
603336.SH,2.512
603337.SH,2.237
603338.SH,7.002
603339.SH,1.543
603345.SH,1.03
603348.SH,1.024
603351.SH,2.011
603353.SH,1.008
603355.SH,1.123
603356.SH,1.033
603357.SH,1.475
603358.SH,2.135
603359.SH,1.451
603360.SH,2.122
603363.SH,1.311
603365.SH,1.114
603366.SH,2.383
603367.SH,1.039
603368.SH,2.74
603369.SH,2.686
603377.SH,1.472
603378.SH,1.024
603379.SH,1.421
603380.SH,1.04
603383.SH,2.011
603385.SH,1.421
603386.SH,1.018
603387.SH,2.02
603388.SH,2.858
603389.SH,1.216
603390.SH,1.007
603392.SH,1.0
603393.SH,2.14
603396.SH,1.449
603398.SH,3.116
603399.SH,1.419
603408.SH,1.018
603416.SH,1.426
603421.SH,1.447
603429.SH,5.185
603439.SH,1.0
603444.SH,1.094
603456.SH,3.813
603458.SH,2.028
603466.SH,2.034
603477.SH,1.022
603486.SH,1.414
603488.SH,1.502
603489.SH,1.009
603496.SH,2.017
603499.SH,1.997
603500.SH,1.467
603501.SH,1.004
603505.SH,1.03
603506.SH,1.738
603507.SH,1.02
603508.SH,1.443
603515.SH,1.365
603516.SH,2.035
603517.SH,1.457
603518.SH,1.452
603519.SH,3.111
603520.SH,2.065
603527.SH,2.047
603528.SH,3.108
603530.SH,1.008
603533.SH,1.013
603535.SH,1.019
603536.SH,1.445
603538.SH,1.227
603551.SH,1.018
603555.SH,1.099
603556.SH,1.416
603557.SH,1.059
603558.SH,4.057
603559.SH,1.507
603565.SH,1.0
603566.SH,2.114
603567.SH,2.132
603568.SH,2.767
603569.SH,1.54
603577.SH,2.146
603578.SH,1.029
603579.SH,2.165
603580.SH,1.993
603583.SH,2.082
603585.SH,1.963
603586.SH,1.072
603587.SH,1.351
603588.SH,4.069
603589.SH,1.095
603590.SH,1.027
603595.SH,1.968
603596.SH,1.006
603598.SH,2.013
603599.SH,2.063
603600.SH,2.869
603601.SH,9.25
603602.SH,2.566
603603.SH,1.014
603605.SH,1.02
603606.SH,3.98
603607.SH,2.035
603608.SH,1.559
603609.SH,1.592
603610.SH,1.413
603611.SH,3.05
603612.SH,1.451
603613.SH,1.452
603615.SH,1.127
603616.SH,2.007
603617.SH,2.012
603618.SH,3.142
603619.SH,1.011
603626.SH,2.054
603628.SH,1.009
603629.SH,1.016
603630.SH,1.36
603633.SH,2.122
603636.SH,4.745
603637.SH,2.468
603638.SH,3.254
603639.SH,2.025
603648.SH,1.039
603650.SH,1.034
603655.SH,1.014
603656.SH,2.012
603657.SH,1.469
603658.SH,1.052
603659.SH,1.433
603660.SH,1.99
603661.SH,1.034
603662.SH,1.415
603663.SH,1.438
603665.SH,1.591
603666.SH,1.986
603667.SH,1.379
603668.SH,1.421
603669.SH,3.103
603676.SH,1.012
603677.SH,2.612
603678.SH,2.571
603679.SH,1.413
603680.SH,1.883
603681.SH,1.018
603682.SH,1.038
603683.SH,1.016
603685.SH,1.772
603686.SH,2.933
603687.SH,1.002
603688.SH,1.574
603689.SH,1.048
603690.SH,1.011
603693.SH,1.043
603696.SH,2.217
603697.SH,1.015
603698.SH,1.341
603699.SH,1.161
603700.SH,1.337
603701.SH,3.529
603703.SH,2.526
603706.SH,1.042
603707.SH,2.227
603708.SH,1.812
603709.SH,1.021
603711.SH,1.022
603712.SH,1.006
603713.SH,1.006
603716.SH,3.526
603717.SH,1.415
603718.SH,2.323
603719.SH,1.003
603721.SH,1.321
603722.SH,1.026
603725.SH,1.444
603726.SH,2.13
603727.SH,1.026
603728.SH,1.311
603729.SH,1.408
603730.SH,1.528
603733.SH,1.052
603737.SH,2.638
603738.SH,2.444
603739.SH,1.015
603755.SH,1.007
603757.SH,2.087
603758.SH,1.026
603759.SH,1.0
603766.SH,3.0
603767.SH,1.499
603768.SH,1.024
603773.SH,1.026
603776.SH,2.017
603777.SH,1.457
603778.SH,6.313
603779.SH,1.473
603786.SH,1.006
603787.SH,1.038
603788.SH,1.635
603789.SH,1.322
603790.SH,1.335
603797.SH,2.024
603798.SH,2.082
603799.SH,1.849
603800.SH,1.095
603801.SH,1.488
603803.SH,1.046
603806.SH,1.99
603808.SH,2.12
603809.SH,2.115
603810.SH,1.422
603811.SH,2.071
603813.SH,1.03
603815.SH,1.005
603816.SH,1.508
603817.SH,1.022
603818.SH,2.034
603819.SH,1.903
603822.SH,1.03
603823.SH,1.459
603825.SH,1.45
603826.SH,1.319
603828.SH,4.644
603829.SH,1.026
603833.SH,1.434
603838.SH,2.052
603839.SH,1.575
603843.SH,1.42
603848.SH,1.041
603855.SH,1.128
603856.SH,1.361
603858.SH,1.998
603859.SH,1.013
603860.SH,1.016
603861.SH,1.037
603863.SH,1.008
603866.SH,1.511
603867.SH,1.019
603868.SH,1.137
603869.SH,1.514
603871.SH,2.887
603876.SH,1.015
603877.SH,1.152
603878.SH,2.225
603879.SH,1.968
603880.SH,2.246
603881.SH,1.413
603882.SH,1.008
603883.SH,1.454
603885.SH,2.955
603886.SH,1.138
603887.SH,1.991
603888.SH,2.626
603889.SH,4.365
603890.SH,2.844
603893.SH,1.005
603895.SH,1.41
603896.SH,1.024
603897.SH,1.039
603898.SH,3.222
603899.SH,2.133
603900.SH,1.574
603901.SH,4.107
603903.SH,1.983
603906.SH,1.48
603908.SH,1.087
603909.SH,1.417
603912.SH,1.451
603915.SH,1.015
603916.SH,1.043
603917.SH,1.435
603918.SH,2.655
603919.SH,1.781
603920.SH,1.091
603922.SH,1.02
603926.SH,1.419
603927.SH,1.008
603928.SH,1.06
603929.SH,1.047
603931.SH,1.0
603933.SH,2.032
603936.SH,1.989
603937.SH,1.022
603938.SH,1.332
603939.SH,2.882
603948.SH,1.011
603949.SH,1.421
603950.SH,1.043
603955.SH,1.346
603956.SH,1.014
603958.SH,1.032
603959.SH,1.984
603960.SH,3.125
603963.SH,2.218
603966.SH,1.338
603967.SH,1.048
603968.SH,2.228
603969.SH,4.51
603970.SH,1.497
603976.SH,1.44
603977.SH,2.083
603978.SH,2.016
603979.SH,1.607
603980.SH,1.567
603982.SH,1.008
603983.SH,1.005
603985.SH,2.682
603986.SH,3.959
603987.SH,2.211
603988.SH,3.195
603989.SH,2.208
603990.SH,1.852
603991.SH,1.012
603992.SH,1.011
603993.SH,3.396
603995.SH,1.031
603996.SH,1.536
603997.SH,1.672
603998.SH,4.026
603999.SH,2.455
605001.SH,1.0
605003.SH,1.0
605005.SH,1.0
605006.SH,1.012
605007.SH,1.0
605008.SH,1.0
605009.SH,1.0
605016.SH,1.0
605018.SH,1.0
605050.SH,1.0
605055.SH,1.0
605058.SH,1.0
605060.SH,1.0
605066.SH,1.0
605068.SH,1.0
605077.SH,1.0
605081.SH,1.0
605086.SH,1.0
605088.SH,1.015
605098.SH,1.0
605099.SH,1.0
605100.SH,1.0
605108.SH,1.0
605111.SH,1.0
605116.SH,1.0
605117.SH,1.0
605118.SH,1.0
605122.SH,1.0
605123.SH,1.0
605128.SH,1.0
605133.SH,1.0
605136.SH,1.0
605151.SH,1.0
605155.SH,1.0
605158.SH,1.0
605166.SH,1.0
605168.SH,1.005
605169.SH,1.0
